date,suffer,treatdiff,country,auth,pure,math,cared,unfair,betray,trad,disgust,cruel,rights,loyal,chaos,god,free,restrict,decide,account,merits,punish,reward,viol,killed,harmed,age,gender,edu,polviews,polviews_full,not_loyal,respect_authority,indecent,compassio,gov_fair,proud_country,authority_children,disgust_noharm,good_bad,hurt_animal,justice,loyal_family,men_women,unnatural,kill_human,inherit,team_player,soldier_disobey,chastity,wave,cov_affect,cov_others_worry,cov_worry,cov_quarantine,cov_contag,version,id
2020-02-14,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,2,1,5,108
2020-02-14,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,183
2020-02-14,NA,NA,NA,2,5,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,208
2020-02-14,NA,NA,NA,1,3,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,289
2020-02-14,NA,NA,NA,3,3,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,114
2020-02-14,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,252
2020-02-14,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,4,3,2,1,5,230
2020-02-14,NA,NA,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,117
2020-02-14,NA,NA,NA,2,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,4,2,1,1,5,232
2020-02-14,NA,NA,NA,1,3,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,255
2020-02-14,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,2,2,3,3,5,292
2020-02-14,NA,NA,NA,1,4,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,159
2020-02-14,NA,NA,NA,2,3,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Female,mid,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,126
2020-02-14,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,203
2020-02-14,3,NA,1,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,104
2020-02-14,3,NA,0,0,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,2,3,3,3,4,295
2020-02-14,0,NA,NA,NA,NA,NA,NA,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Male,high,conservative,Extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,200
2020-02-14,NA,3,NA,NA,NA,NA,4,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,2,4,1,3,4,204
2020-02-14,NA,4,NA,0,NA,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,137
2020-02-14,NA,NA,NA,4,3,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,5,1,5,1,1,4,320
2020-02-14,NA,NA,0,0,0,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,1,4,1,1,4,90
2020-02-14,2,NA,NA,NA,NA,NA,NA,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Male,high,libertarian,Libertarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,5,1,1,1,4,286
2020-02-14,NA,NA,3,4,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,2,4,3,1,4,197
2020-02-14,4,4,NA,3,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,4,3,2,4,11
2020-02-14,NA,3,1,NA,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,1,4,1,1,4,201
2020-02-14,NA,NA,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,51
2020-02-14,2,5,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,146
2020-02-14,4,NA,NA,0,NA,NA,NA,5,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,13
2020-02-14,NA,5,NA,0,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,1,5,2,2,4,329
2020-02-14,NA,4,NA,1,0,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,4,2,1,2,4,316
2020-02-14,0,4,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,129
2020-02-14,4,5,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Male,mid,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,2,4,2,2,4,282
2020-02-14,NA,3,NA,NA,NA,NA,4,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,2,4,1,1,4,91
2020-02-14,NA,NA,3,NA,NA,NA,4,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,296
2020-02-15,2,3,1,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,4,1,1,4,128
2020-02-15,NA,2,NA,NA,1,NA,5,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,68
2020-02-15,2,2,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,231
2020-02-15,NA,4,2,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,4,323
2020-02-15,NA,5,3,3,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,84
2020-02-15,5,NA,NA,1,NA,NA,NA,5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,15
2020-02-15,NA,NA,0,NA,0,NA,3,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,4,26
2020-02-15,4,3,2,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,2,4,1,1,4,124
2020-02-19,NA,NA,NA,2,5,NA,NA,NA,2,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Male,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,1,4,3,1,7,188
2020-02-19,5,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,5,5,3,1,1,8,276
2020-02-19,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,1,1,1,9,224
2020-02-19,3,2,NA,3,1,NA,4,3,4,4,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Female,high,conservative,Extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,4,2,1,1,6,214
2020-02-19,NA,NA,NA,0,1,NA,NA,NA,2,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Male,mid,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,7,71
2020-02-19,3,4,NA,2,3,NA,2,5,2,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,1,5,1,1,6,63
2020-02-19,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,7,86
2020-02-19,4,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,4,4,3,3,8,240
2020-02-19,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,1,4,1,1,9,79
2020-02-19,1,2,NA,0,0,NA,1,4,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,5,1,1,1,6,319
2020-02-19,2,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,3,1,1,8,192
2020-02-19,4,3,NA,2,2,NA,3,4,2,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,6,157
2020-02-19,NA,NA,NA,3,1,NA,NA,NA,3,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,4,2,2,2,7,107
2020-02-19,NA,NA,NA,4,5,NA,NA,NA,3,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,4,1,1,7,311
2020-02-19,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,5,1,5,1,1,9,221
2020-02-19,3,5,NA,1,0,NA,2,4,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,2,3,3,2,6,288
2020-02-19,4,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,8,29
2020-02-19,4,5,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,4,3,3,8,14
2020-02-19,NA,NA,NA,3,1,NA,NA,NA,4,1,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,7,162
2020-02-19,NA,NA,NA,3,4,NA,NA,NA,3,2,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,7,222
2020-02-19,NA,NA,NA,3,2,NA,NA,NA,2,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Female,mid,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,7,271
2020-02-19,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,2,4,1,1,9,189
2020-02-19,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,2,4,3,2,9,170
2020-02-19,4,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,1,1,8,303
2020-02-19,NA,NA,NA,0,0,NA,NA,NA,2,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,7,268
2020-02-19,1,5,NA,1,3,NA,5,5,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,6,22
2020-02-19,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,7,236
2020-02-19,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Male,mid,conservative,Extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,1,5,1,1,1,8,156
2020-02-19,2,2,NA,3,1,NA,2,3,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,2,1,3,6,198
2020-02-19,NA,NA,NA,0,1,NA,NA,NA,1,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,3,3,3,7,65
2020-02-19,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,9,267
2020-02-19,5,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Male,high,libertarian,Libertarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,4,3,1,1,8,83
2020-02-19,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Female,mid,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,4,5,2,1,9,270
2020-02-19,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,9,121
2020-02-19,4,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,8,3
2020-02-19,NA,NA,NA,1,1,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,7,135
2020-02-19,3,4,NA,3,4,NA,3,4,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,2,3,1,1,6,294
